IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT
6139924,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139929,MESH (IMPLANTABLE),Supply/Implant,"$25,920.00 "
6139931,SUPPLY IMPLANT,Supply/Implant,"$1,142.02 "
6139932,SUPPLY IMPLANT,Supply/Implant,$841.93 
6139933,SUPPLY IMPLANT,Supply/Implant,$763.11 
6139934,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139935,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6139941,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139944,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139954,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$15,440.00 "
6139968,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6139972,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6139984,STERILE SUPPLY,Supply/Implant,$452.86 
6140013,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6140022,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,905.60 "
6140027,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6140029,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6140045,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6140086,SUPPLY IMPLANT,Supply/Implant,"$2,073.60 "
6140095,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$5,280.77 "
6140105,GUIDE WIRE,Supply/Implant,$616.96 
6140107,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6140108,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6140116,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,680.00 "
6140117,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,680.00 "
6140118,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,201.60 "
6140119,GUIDE WIRE,Supply/Implant,"$1,725.82 "
6140120,SUPPLY IMPLANT,Supply/Implant,"$2,520.96 "
6140126,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6140130,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6140143,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6140150,SUPPLY IMPLANT,Supply/Implant,$177.28 
6140154,GENERAL SUPPLY,Supply/Implant,"$3,363.46 "
6140167,SUPPLY IMPLANT,Supply/Implant,$409.60 
6140170,SUPPLY IMPLANT,Supply/Implant,$342.14 
6140186,GENERAL SUPPLY,Supply/Implant,"$3,520.00 "
6140190,SUPPLY IMPLANT,Supply/Implant,"$46,933.38 "
6140206,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$12,698.88 "
6140210,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6140252,SUPPLY IMPLANT,Supply/Implant,"$7,303.30 "
6140255,GENERAL SUPPLY,Supply/Implant,$640.00 
6140259,SUPPLY IMPLANT,Supply/Implant,$264.06 
6140273,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6140281,EPIFIX 1 SQ CM,Supply/Implant,"$14,649.60 "
6140282,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$23,078.40 "
6140283,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$14,784.00 "
6140306,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,201.60 "
6140308,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$19,456.00 "
6140309,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,072.00 "
6140310,SUPPLY IMPLANT,Supply/Implant,"$2,520.96 "
6140312,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,201.60 "
6140313,SUPPLY IMPLANT,Supply/Implant,"$4,460.16 "
6140314,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,072.00 "
6140329,"STENT, NON-COR, TEM W/O DEL",Supply/Implant,"$1,459.20 "
6140330,"STENT, NON-COR, TEM W/O DEL",Supply/Implant,"$1,378.94 "
6140336,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,680.00 "
6140349,GENERAL SUPPLY,Supply/Implant,"$6,336.00 "
6140354,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$14,720.00 "
6140357,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6140374,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,201.60 "
6140376,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,072.00 "
6140377,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$37,056.00 "
6140385,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,395.20 "
6140398,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$2,982.40 "
6140402,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,982.40 "
6140403,SUPPLY IMPLANT,Supply/Implant,"$6,220.80 "
6140409,SUPPLY IMPLANT,Supply/Implant,$416.00 
6140422,"REP DEV, URINARY, W/O SLING",Supply/Implant,"$6,589.44 "
6140427,"INTRO/SHEATH, NON-LASER",Supply/Implant,$276.86 
6140428,SUPPLY IMPLANT,Supply/Implant,"$2,506.24 "
6140446,SUPPLY IMPLANT,Supply/Implant,"$3,840.00 "
6140471,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$5,568.00 "
6140477,SUPPLY IMPLANT,Supply/Implant,"$2,624.00 "
6140479,SUPPLY IMPLANT,Supply/Implant,"$2,624.00 "
6140481,SUPPLY IMPLANT,Supply/Implant,"$2,624.00 "
6140488,SUPPLY IMPLANT,Supply/Implant,$640.00 
6140492,SUPPLY IMPLANT,Supply/Implant,"$3,072.00 "
6140495,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$22,617.60 "
6140507,SUPPLY IMPLANT,Supply/Implant,"$147,000.00 "
6140508,SUPPLY IMPLANT,Supply/Implant,"$38,400.00 "
6140510,SUPPLY IMPLANT,Supply/Implant,"$5,561.60 "
6140532,SUPPLY IMPLANT,Supply/Implant,$147.20 
6140534,SUPPLY IMPLANT,Supply/Implant,"$1,296.00 "
6140540,GENERAL SUPPLY,Supply/Implant,"$2,624.00 "
6140549,GENERAL SUPPLY,Supply/Implant,"$5,532.80 "
6140551,SUPPLY IMPLANT,Supply/Implant,"$1,920.00 "
6140570,STERILE SUPPLY,Supply/Implant,$444.80 
6140578,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,110.40 "
6140603,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6140627,EPIFIX 1 SQ CM,Supply/Implant,"$39,059.20 "
6140635,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,423.10 "
6140648,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6140678,STERILE SUPPLY,Supply/Implant,$320.00 
6140681,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$550.40 
6140687,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$29,134.08 "
6140706,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$12,480.00 "
6140712,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,395.20 "
6140715,MESH (IMPLANTABLE),Supply/Implant,"$14,092.80 "
6140717,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6140741,SUPPLY IMPLANT,Supply/Implant,"$1,920.00 "
6140742,"CATHETER, GUIDING",Supply/Implant,"$1,920.00 "
6140744,STERILE SUPPLY,Supply/Implant,$453.12 
6140745,EPIFIX 1 SQ CM,Supply/Implant,"$119,609.60 "
6140778,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$5,124.74 "
6140782,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6140793,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6140795,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6140797,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$550.40 
6140801,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,423.23 "
6140812,MESH (IMPLANTABLE),Supply/Implant,"$105,799.68 "
6140842,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6140843,SUPPLY IMPLANT,Supply/Implant,"$23,120.00 "
6140844,SUPPLY IMPLANT,Supply/Implant,"$28,124.80 "
6140853,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,201.60 "
6140857,SUPPLY IMPLANT,Supply/Implant,"$2,309.12 "
6140862,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,423.23 "
6140865,STERILE SUPPLY,Supply/Implant,$376.32 
6140870,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6140876,SUPPLY IMPLANT,Supply/Implant,"$110,162.05 "
6140882,SUPPLY IMPLANT,Supply/Implant,"$5,760.00 "
6140887,SUPPLY IMPLANT,Supply/Implant,"$1,497.09 "
6140890,STERILE SUPPLY,Supply/Implant,"$1,253.38 "
6140891,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,153.73 "
6140893,SUPPLY IMPLANT,Supply/Implant,"$3,513.60 "
6140913,SUPPLY IMPLANT,Supply/Implant,$761.34 
6140918,SUPPLY IMPLANT,Supply/Implant,"$2,175.36 "
6140920,STERILE SUPPLY,Supply/Implant,"$4,044.80 "
6140927,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$27,520.00 "
6140929,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6140943,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$12,121.60 "
6140952,GENERAL SUPPLY,Supply/Implant,"$3,200.00 "
6140961,SUPPLY IMPLANT,Supply/Implant,"$15,360.00 "
6140964,GUIDE WIRE,Supply/Implant,"$2,265.60 "
6140967,GENERAL SUPPLY,Supply/Implant,"$24,960.00 "
6140977,STERILE SUPPLY,Supply/Implant,$153.22 
6141002,STERILE SUPPLY,Supply/Implant,$313.60 
6141015,STERILE SUPPLY,Supply/Implant,$568.70 
6141084,MESH (IMPLANTABLE),Supply/Implant,"$2,833.92 "
6141100,STERILE SUPPLY,Supply/Implant,$142.72 
6141110,GUIDE WIRE,Supply/Implant,"$2,432.00 "
6141115,STERILE SUPPLY,Supply/Implant,$338.30 
6141124,"CATH, DRAINAGE",Supply/Implant,$764.67 
6141125,"CATH, DRAINAGE",Supply/Implant,$764.67 
6141133,STERILE SUPPLY,Supply/Implant,"$1,024.38 "
6141138,STERILE SUPPLY,Supply/Implant,$279.55 
6141178,SUPPLY IMPLANT,Supply/Implant,"$14,515.20 "
6141200,SUPPLY IMPLANT,Supply/Implant,"$115,689.00 "
6141208,SUPPLY IMPLANT,Supply/Implant,$704.00 
6141230,SUPPLY IMPLANT,Supply/Implant,"$15,360.00 "
6141265,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$12,083.20 "
6141266,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,420.80 "
6141269,SUPPLY IMPLANT,Supply/Implant,"$1,809.79 "
6141309,GENERAL SUPPLY,Supply/Implant,"$2,892.80 "
6141354,GENERAL SUPPLY,Supply/Implant,$199.17 
6141355,GENERAL SUPPLY,Supply/Implant,$199.17 
6141368,"GASTRO/JEJUNO TUBE, STD",Supply/Implant,"$1,916.67 "
6141369,"GASTRO/JEJUNO TUBE, STD",Supply/Implant,"$1,060.61 "
6141372,GENERAL SUPPLY,Supply/Implant,$883.20 
6141396,STERILE SUPPLY,Supply/Implant,"$2,300.80 "
6141397,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,"$3,097.60 "
6141419,SUPPLY IMPLANT,Supply/Implant,"$40,217.60 "
6141422,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$12,698.88 "
6141423,SUPPLY IMPLANT,Supply/Implant,"$40,217.60 "
6141425,SUPPLY IMPLANT,Supply/Implant,"$40,217.60 "
6141426,SUPPLY IMPLANT,Supply/Implant,"$2,816.00 "
6141429,SUPPLY IMPLANT,Supply/Implant,"$2,421.76 "
6141469,SUPPLY IMPLANT,Supply/Implant,"$1,824.38 "
6141475,SUPPLY IMPLANT,Supply/Implant,"$5,430.40 "
6141476,SUPPLY IMPLANT,Supply/Implant,"$1,856.00 "
6141478,SUPPLY IMPLANT,Supply/Implant,"$1,909.89 "
6141483,STERILE SUPPLY,Supply/Implant,"$8,326.02 "
6141484,SUPPLY IMPLANT,Supply/Implant,"$3,437.06 "
6141490,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$308.48 
6141493,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,144.90 "
6141509,STERILE SUPPLY,Supply/Implant,$389.12 
6141526,SUPPLY IMPLANT,Supply/Implant,"$40,217.60 "
6141527,SUPPLY IMPLANT,Supply/Implant,"$40,217.60 "
6141528,SUPPLY IMPLANT,Supply/Implant,"$37,580.80 "
6141529,SUPPLY IMPLANT,Supply/Implant,"$40,217.60 "
6141550,SUPPLY IMPLANT,Supply/Implant,"$38,400.00 "
6141562,SUPPLY IMPLANT,Supply/Implant,"$2,419.20 "
6141563,SUPPLY IMPLANT,Supply/Implant,"$5,561.22 "
6141567,"TISSUE MARKER, IMPLANTABLE",Supply/Implant,"$1,728.00 "
6141572,SUPPLY IMPLANT,Supply/Implant,"$17,498.88 "
6141573,STERILE SUPPLY,Supply/Implant,"$1,088.00 "
6141576,SUPPLY IMPLANT,Supply/Implant,"$5,135.36 "
6141580,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6141583,SUPPLY IMPLANT,Supply/Implant,"$15,360.00 "
6141592,GENERAL SUPPLY,Supply/Implant,"$20,416.00 "
6141594,SUPPLY IMPLANT,Supply/Implant,"$3,712.00 "
6141595,SUPPLY IMPLANT,Supply/Implant,"$2,880.00 "
6141599,GENERAL SUPPLY,Supply/Implant,$322.69 
6141617,STERILE SUPPLY,Supply/Implant,"$2,560.00 "
6141633,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6141635,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6141650,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,368.00 "
6141652,"LEAD, NEUROSTIM TEST KIT",Supply/Implant,"$20,864.00 "
6141669,SUPPLY IMPLANT,Supply/Implant,$559.36 
6141676,SUPPLY IMPLANT,Supply/Implant,"$2,547.20 "
6141677,SUPPLY IMPLANT,Supply/Implant,"$8,593.92 "
6141680,SUPPLY IMPLANT,Supply/Implant,"$4,009.50 "
6141690,SUPPLY IMPLANT,Supply/Implant,"$4,160.00 "
6141702,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,420.80 "
6141733,VENA CAVA FILTER,Supply/Implant,"$15,616.00 "
6141735,SUPPLY IMPLANT,Supply/Implant,"$8,512.00 "
6141742,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,"$1,344.00 "
6141743,"CATH, INF, PER/CENT/MIDLINE",Supply/Implant,"$1,344.00 "
6141745,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6141759,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,488.32 "
6141760,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,323.65 "
6141784,SUPPLY IMPLANT,Supply/Implant,"$33,044.61 "
6141795,SUPPLY IMPLANT,Supply/Implant,"$23,040.00 "
6141808,SUPPLY IMPLANT,Supply/Implant,$300.80 
6141818,GUIDE WIRE,Supply/Implant,"$2,432.00 "
6141840,SUPPLY IMPLANT,Supply/Implant,"$1,408.00 "
6141849,"GASTRO/JEJUNO TUBE, STD",Supply/Implant,"$1,127.81 "
6141885,SUPPLY IMPLANT,Supply/Implant,"$2,949.12 "
6141896,SUPPLY IMPLANT,Supply/Implant,"$16,000.00 "
6141910,SUPPLY IMPLANT,Supply/Implant,"$12,736.00 "
6141927,STERILE SUPPLY,Supply/Implant,$153.60 
6141945,SUPPLY IMPLANT,Supply/Implant,"$9,984.00 "
6141950,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,684.48 "
6141999,SUPPLY IMPLANT,Supply/Implant,$164.86 
6142025,SUPPLY IMPLANT,Supply/Implant,"$1,971.84 "
6142085,STERILE SUPPLY,Supply/Implant,"$2,347.52 "
6142099,CERV COL THERMPLAS FOAM 2 PI,Supply/Implant,$168.45 
6142107,STERILE SUPPLY,Supply/Implant,"$1,881.60 "
6142108,GENERAL SUPPLY,Supply/Implant,$473.60 
6142109,GENERAL SUPPLY,Supply/Implant,$473.60 
6142110,GENERAL SUPPLY,Supply/Implant,$473.60 
6142116,STERILE SUPPLY,Supply/Implant,$591.36 
6142118,STERILE SUPPLY,Supply/Implant,$663.30 
6142130,STERILE SUPPLY,Supply/Implant,$256.00 
6142137,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6142138,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6142140,SUPPLY IMPLANT,Supply/Implant,"$2,918.40 "
6142144,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$1,420.80 "
6142148,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6142170,STERILE SUPPLY,Supply/Implant,$753.28 
6142173,SUPPLY IMPLANT,Supply/Implant,$486.40 
6142180,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$6,566.40 "
6142181,STERILE SUPPLY,Supply/Implant,$327.12 
6142196,SUPPLY IMPLANT,Supply/Implant,"$1,573.50 "
6142200,SUPPLY IMPLANT,Supply/Implant,$153.60 
6142201,"PORT, INDWELLING, IMP",Supply/Implant,"$3,136.00 "
6142254,SUPPLY IMPLANT,Supply/Implant,$353.02 
6142257,SUPPLY IMPLANT,Supply/Implant,$353.02 
6142269,STERILE SUPPLY,Supply/Implant,$577.41 
6142277,SUPPLY IMPLANT,Supply/Implant,$960.00 
6142279,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,423.10 "
6142281,SUPPLY IMPLANT,Supply/Implant,$960.00 
6142292,SUPPLY IMPLANT,Supply/Implant,"$15,200.64 "
6142320,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$3,648.00 "
6142347,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$20,416.00 "
6142357,"CATHETER, GUIDING",Supply/Implant,"$1,920.00 "
6142373,"CATHETER, GUIDING",Supply/Implant,"$1,920.00 "
6142374,"CATHETER, GUIDING",Supply/Implant,"$1,920.00 "
6142376,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$6,438.40 "
6142378,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$7,898.75 "
6142379,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$6,438.40 "
6142380,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$6,454.66 "
6142381,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,880.64 "
6142382,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$4,880.64 "
6142388,STERILE SUPPLY,Supply/Implant,$245.76 
6142395,GENERAL SUPPLY,Supply/Implant,"$2,508.80 "
6142396,"INTRO/SHEATH, NON-LASER",Supply/Implant,$564.48 
6142407,SUPPLY IMPLANT,Supply/Implant,$320.00 
6142449,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$87,744.00 "
6142454,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$18,560.00 "
6142461,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6142462,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6142464,GENERAL SUPPLY,Supply/Implant,"$5,120.00 "
6142504,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6142513,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$14,528.00 "
6142518,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$52,646.40 "
6142526,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$12,595.20 "
6142538,SUPPLY IMPLANT,Supply/Implant,$252.80 
6142544,IMPLANT BREAST SILICONE/EQ,Supply/Implant,"$8,960.00 "
6142546,SUPPLY IMPLANT,Supply/Implant,$256.00 
6142557,STERILE SUPPLY,Supply/Implant,$354.82 
6142558,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$16,640.00 "
6142562,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,779.52 "
6142565,GENERAL SUPPLY,Supply/Implant,"$5,491.20 "
6142567,GENERAL SUPPLY,Supply/Implant,"$1,664.00 "
6142588,"LEAD, PMKR, OTHER THAN TRANS",Supply/Implant,"$5,900.80 "
6142601,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$10,880.00 "
6142637,INTERSPINOUS IMPLANT,Supply/Implant,"$45,619.20 "
6142642,MESH (IMPLANTABLE),Supply/Implant,"$14,092.80 "
6142643,SUPPLY IMPLANT,Supply/Implant,"$2,540.16 "
6142646,SUPPLY IMPLANT,Supply/Implant,"$2,257.28 "
6142647,SUPPLY IMPLANT,Supply/Implant,"$1,758.21 "
6142648,SUPPLY IMPLANT,Supply/Implant,"$1,716.86 "
6142649,SUPPLY IMPLANT,Supply/Implant,"$1,593.34 "
6142650,SUPPLY IMPLANT,Supply/Implant,$688.64 
6142657,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$87,001.60 "
6142662,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,200.00 "
6142667,"PROSTHESIS, BREAST, IMP",Supply/Implant,"$14,016.00 "
6142700,GENERAL SUPPLY,Supply/Implant,"$2,403.20 "
6142701,STERILE SUPPLY,Supply/Implant,"$3,200.00 "
6142722,SUPPLY IMPLANT,Supply/Implant,$192.00 
6142753,INTERSPINOUS IMPLANT,Supply/Implant,"$29,376.00 "
6142779,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$8,012.16 "
6142786,CATH EP 19 OR FEW ELECTRODES,Supply/Implant,"$4,889.60 "
6142792,SUPPLY IMPLANT,Supply/Implant,"$10,925.95 "
6142795,"STENT, COATED/COV W/DEL SYS",Supply/Implant,"$26,816.00 "
6142817,"STENT, NON-COA/NON-COV W/DEL",Supply/Implant,"$10,880.00 "
6142820,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$2,496.00 "
6142826,SUPPLY IMPLANT,Supply/Implant,"$2,854.40 "
6142838,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$24,960.00 "
6142839,GENERAL SUPPLY,Supply/Implant,"$3,200.00 "
6142840,SUPPLY IMPLANT,Supply/Implant,"$3,904.00 "
6142842,STERILE SUPPLY,Supply/Implant,"$1,088.00 "
6142843,GENERAL SUPPLY,Supply/Implant,"$1,408.00 "
6142853,"CATHETER, GUIDING",Supply/Implant,"$7,840.00 "
6142854,"CATHETER, GUIDING",Supply/Implant,"$8,467.20 "
6142877,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$58,622.72 "
6142894,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$22,720.00 "
6142897,SUPPLY IMPLANT,Supply/Implant,"$1,024.00 "
6142898,STERILE SUPPLY,Supply/Implant,"$1,216.00 "
6142900,STERILE SUPPLY,Supply/Implant,$460.80 
6142903,SUPPLY IMPLANT,Supply/Implant,$535.04 
6142906,SUPPLY IMPLANT,Supply/Implant,$535.04 
6142908,SUPPLY IMPLANT,Supply/Implant,$535.04 
6142909,SUPPLY IMPLANT,Supply/Implant,$535.04 
6142919,SUPPLY IMPLANT,Supply/Implant,$535.04 
6142922,SUPPLY IMPLANT,Supply/Implant,$535.04 
6142924,SUPPLY IMPLANT,Supply/Implant,$435.20 
6142926,SUPPLY IMPLANT,Supply/Implant,"$2,067.20 "
6142929,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$22,888.32 "
6142930,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$10,832.64 "
6142934,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,363.46 "
6142982,SUPPLY IMPLANT,Supply/Implant,"$1,363.33 "
6142991,"GRAFT, VASCULAR",Supply/Implant,"$34,611.20 "
6142992,"CATH, TRANSLUMIN NON-LASER",Supply/Implant,"$5,868.03 "
6142995,"INTRO/SHEATH, FIXED,NON-PEEL",Supply/Implant,"$3,392.00 "
6143024,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$61,004.80 "
6143030,STERILE SUPPLY,Supply/Implant,"$3,840.00 "
6143043,GENERAL SUPPLY,Supply/Implant,$243.20 
6143063,"ADAPT/EXT, PACING/NEURO LEAD",Supply/Implant,"$10,176.00 "
6143072,"LEAD, NEUROSTIMULATOR",Supply/Implant,"$41,600.00 "
6143074,"PATIENT PROGR, NEUROSTIM",Supply/Implant,"$20,800.00 "
6143085,GUIDE WIRE,Supply/Implant,$703.23 
6143086,SUPPLY IMPLANT,Supply/Implant,"$2,213.89 "
6143130,SUPPLY IMPLANT,Supply/Implant,$535.04 
6143152,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$18,560.00 "
6143153,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,$550.40 
6143160,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$61,004.80 "
6143173,SUPPLY IMPLANT,Supply/Implant,$535.04 
6143183,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$61,004.80 "
6143196,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$3,512.70 "
6143242,GENERAL SUPPLY,Supply/Implant,$288.00 
6143390,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$17,920.00 "
6143394,SUPPLY IMPLANT,Supply/Implant,$499.20 
6143412,PROSTHETIC IMPLANT NOS,Supply/Implant,"$32,000.00 "
6143419,"GASTRO/JEJUNO TUBE, STD",Supply/Implant,"$2,421.95 "
6143421,SUPPLY IMPLANT,Supply/Implant,"$2,577.54 "
6143424,STERILE SUPPLY,Supply/Implant,"$1,585.02 "
6143440,CATH EP 19 OR FEW ELECTRODES,Supply/Implant,"$4,800.00 "
6143444,"INTRO/SHEATH, FIXED,NON-PEEL",Supply/Implant,"$3,059.20 "
6143446,"INTRO/SHEATH, NON-LASER",Supply/Implant,$960.00 
6143452,CATH EP 19 OR FEW ELECTRODES,Supply/Implant,"$4,864.00 "
6143457,SUPPLY IMPLANT,Supply/Implant,"$6,336.00 "
6143458,SUPPLY IMPLANT,Supply/Implant,"$6,336.00 "
6143459,GUIDE WIRE,Supply/Implant,"$1,920.00 "
6143466,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$7,296.00 "
6143512,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$73,395.20 "
6143514,JOINT DEVICE (IMPLANTABLE),Supply/Implant,"$24,499.20 "
6143546,"ANCHOR/SCREW BN/BN,TIS/BN",Supply/Implant,"$45,798.40 "
6143565,GENERAL SUPPLY,Supply/Implant,"$3,187.20 "
6143597,GENERAL SUPPLY,Supply/Implant,$472.32 
